group_id,method,number_neurons,neuron_indices,filtered_idxs,spike_rate,number_of_spikes,mean_combined,treatment,recording,day,recording_folder
450,combined,3,"[744, 757, 813]","[523, 536, 573]",0,0,0.6585491457242099,BP,1-1,7,1-1_Day7
467,combined,2,"[180, 182]","[126, 128]",0,0,0.995979438694328,BP,1-1,7,1-1_Day7
490,combined,2,"[885, 1038]","[615, 722]",0,0,0.5020045244403504,BP,1-1,7,1-1_Day7
492,combined,2,"[775, 1174]","[548, 801]",0,0,0.8242526670087587,BP,1-1,7,1-1_Day7
500,combined,4,"[159, 174, 210, 503]","[108, 121, 144, 354]",0,0,0.6574778415176848,BP,1-1,7,1-1_Day7
512,combined,2,"[23, 304]","[13, 213]",0,0,0.6467300962285162,BP,1-1,7,1-1_Day7
513,combined,7,"[373, 383, 393, 394, 408, 441, 496]","[263, 271, 278, 279, 288, 305, 348]",0,0,0.6727709557058206,BP,1-1,7,1-1_Day7
515,combined,3,"[273, 290, 338]","[187, 201, 237]",0,0,0.7519689791493266,BP,1-1,7,1-1_Day7
521,combined,5,"[203, 332, 409, 636, 658]","[140, 233, 289, 452, 466]",0,0,0.5898413795795923,BP,1-1,7,1-1_Day7
531,combined,2,"[685, 703]","[485, 498]",0,0,0.6083967404037012,BP,1-1,7,1-1_Day7
538,combined,2,"[944, 1131]","[655, 776]",0,0,0.5626865990422716,BP,1-1,7,1-1_Day7
539,combined,2,"[469, 645]","[328, 458]",0,0,0.7273645748041192,BP,1-1,7,1-1_Day7
541,combined,2,"[449, 460]","[312, 320]",0,0,0.8084578138387388,BP,1-1,7,1-1_Day7
544,combined,2,"[573, 665]","[405, 472]",0,0,0.718879162452873,BP,1-1,7,1-1_Day7
545,combined,2,"[589, 638]","[417, 454]",0,0,0.6245475836373675,BP,1-1,7,1-1_Day7
549,combined,2,"[499, 556]","[351, 394]",0,0,0.6181720404036207,BP,1-1,7,1-1_Day7
559,combined,2,"[607, 623]","[430, 441]",0,0,0.7744910698894986,BP,1-1,7,1-1_Day7
561,combined,2,"[446, 543]","[309, 385]",0,0,0.7100768689543367,BP,1-1,7,1-1_Day7
562,combined,2,"[462, 539]","[322, 382]",0,0,0.5768147988308714,BP,1-1,7,1-1_Day7
563,combined,16,"[204, 356, 388, 390, 444, 448, 470, 476, 485, 486, 506, 507, 516, 518, 534, 683]","[141, 250, 274, 275, 308, 311, 329, 333, 339, 340, 357, 358, 365, 367, 379, 483]",0,0,0.5947796434918139,BP,1-1,7,1-1_Day7
574,combined,6,"[214, 291, 298, 319, 322, 360]","[147, 202, 207, 224, 227, 254]",0,0,0.5497753690852304,BP,1-1,7,1-1_Day7
577,combined,2,"[14, 92]","[8, 62]",0,0,0.5553999233687831,BP,1-1,7,1-1_Day7
581,combined,5,"[82, 220, 255, 289, 295]","[55, 151, 173, 200, 205]",0,0,0.7480303962296153,BP,1-1,7,1-1_Day7
582,combined,7,"[58, 90, 161, 170, 254, 282, 292]","[39, 60, 109, 118, 172, 194, 203]",0,0,0.6302045755342075,BP,1-1,7,1-1_Day7
584,combined,3,"[28, 47, 158]","[16, 32, 107]",0,0,0.6052224602215374,BP,1-1,7,1-1_Day7
585,combined,2,"[56, 103]","[37, 70]",0,0,0.6498973877351766,BP,1-1,7,1-1_Day7
586,combined,5,"[5, 40, 44, 66, 86]","[3, 27, 30, 44, 57]",0,0,0.6609395030280869,BP,1-1,7,1-1_Day7
587,combined,7,"[57, 63, 101, 108, 154, 163, 217]","[38, 41, 68, 74, 104, 111, 149]",0,0,0.6653125967690711,BP,1-1,7,1-1_Day7
592,combined,3,"[162, 188, 257]","[110, 132, 174]",0,0,0.8191436051025335,BP,1-1,7,1-1_Day7
605,combined,2,"[1483, 1494]","[984, 989]",0,0,0.5490573512819334,BP,1-1,7,1-1_Day7
606,combined,2,"[1337, 1358]","[899, 914]",0,0,0.6815836608668733,BP,1-1,7,1-1_Day7
613,combined,2,"[1155, 1163]","[790, 793]",0,0,0.9653433960252323,BP,1-1,7,1-1_Day7
625,combined,2,"[1020, 1154]","[707, 789]",0,0,0.5790067380989077,BP,1-1,7,1-1_Day7
628,combined,3,"[1081, 1218, 1237]","[748, 827, 839]",0,0,0.6396289435739623,BP,1-1,7,1-1_Day7
631,combined,2,"[1315, 1325]","[885, 891]",0,0,0.5715970840574461,BP,1-1,7,1-1_Day7
645,combined,2,"[1568, 1635]","[1030, 1069]",0,0,0.5370711661354257,BP,1-1,7,1-1_Day7
646,combined,2,"[1278, 1535]","[863, 1013]",0,0,0.5454264585974471,BP,1-1,7,1-1_Day7
657,combined,2,"[1180, 1185]","[806, 809]",0,0,0.6001828099091978,BP,1-1,7,1-1_Day7
659,combined,2,"[1329, 1405]","[894, 944]",0,0,0.6354220974009961,BP,1-1,7,1-1_Day7
660,combined,5,"[1256, 1363, 1375, 1387, 1409]","[850, 918, 926, 935, 947]",0,0,0.7841846175519083,BP,1-1,7,1-1_Day7
688,combined,2,"[974, 1012]","[675, 701]",0,0,0.5168034231677843,BP,1-1,7,1-1_Day7
690,combined,2,"[954, 987]","[662, 686]",0,0,0.5656949819753327,BP,1-1,7,1-1_Day7
691,combined,2,"[988, 1084]","[687, 750]",0,0,0.5587443581568186,BP,1-1,7,1-1_Day7
692,combined,2,"[970, 1011]","[671, 700]",0,0,0.757223309267628,BP,1-1,7,1-1_Day7
702,combined,2,"[1009, 1031]","[699, 716]",0,0,0.5214978071514884,BP,1-1,7,1-1_Day7
718,combined,2,"[243, 248]","[163, 168]",0,0,0.6417439378693361,BP,1-1,7,1-1_Day7
720,combined,5,"[241, 264, 293, 328, 344]","[161, 181, 204, 230, 243]",0,0,0.6597037933416091,BP,1-1,7,1-1_Day7
724,combined,2,"[451, 453]","[314, 315]",0,0,0.5717684965209288,BP,1-1,7,1-1_Day7
728,combined,3,"[113, 125, 126]","[77, 84, 85]",0,0,0.6690211864704659,BP,1-1,7,1-1_Day7
730,combined,2,"[153, 270]","[103, 186]",0,0,0.8484086638016549,BP,1-1,7,1-1_Day7
731,combined,2,"[199, 287]","[138, 198]",0,0,0.6764073150245214,BP,1-1,7,1-1_Day7
744,combined,2,"[442, 459]","[306, 319]",0,0,0.6664984280113345,BP,1-1,7,1-1_Day7
766,combined,2,"[919, 1179]","[637, 805]",0,0,0.9219127256341242,BP,1-1,7,1-1_Day7
767,combined,2,"[1178, 1228]","[804, 832]",0,0,0.6152140898153837,BP,1-1,7,1-1_Day7
772,combined,2,"[1087, 1096]","[752, 758]",0,0,0.5414168660749168,BP,1-1,7,1-1_Day7
780,combined,2,"[560, 743]","[396, 522]",0,0,0.5924271594716078,BP,1-1,7,1-1_Day7
787,combined,2,"[910, 915]","[633, 634]",0,0,0.74004875607422,BP,1-1,7,1-1_Day7
790,combined,2,"[834, 863]","[582, 599]",0,0,0.7484618860499821,BP,1-1,7,1-1_Day7
796,combined,2,"[1013, 1037]","[702, 721]",0,0,0.8593884324590749,BP,1-1,7,1-1_Day7
798,combined,8,"[993, 997, 1035, 1074, 1090, 1110, 1124, 1151]","[690, 693, 719, 744, 755, 766, 772, 787]",0,0,0.7122106917739123,BP,1-1,7,1-1_Day7
804,combined,2,"[980, 1024]","[679, 711]",0,0,0.7226970895062677,BP,1-1,7,1-1_Day7
826,combined,2,"[343, 1135]","[242, 780]",0,0,0.5384854448761789,BP,1-1,7,1-1_Day7
15,combined,2,"[330, 336]","[14, 15]",0,0,0.7728700484804654,BP,1-2,1,1-2
17,combined,2,"[11, 28]","[3, 5]",0,0,0.9094091753771029,BP,1-2,1,1-2
22,combined,2,"[3, 55]","[1, 6]",0,0,0.6806730697751516,BP,1-2,1,1-2
13,combined,2,"[739, 750]","[424, 430]",0,0,0.666366031393481,BP,1-2,10,1-2_Day10
43,combined,2,"[406, 407]","[242, 243]",0,0,0.8659209422706035,BP,1-2,10,1-2_Day10
70,combined,2,"[694, 810]","[405, 465]",0,0,0.5138942844596435,BP,1-2,10,1-2_Day10
120,combined,4,"[773, 869, 891, 912]","[446, 495, 506, 520]",0,0,0.5685415965515616,BP,1-2,10,1-2_Day10
133,combined,2,"[113, 121]","[69, 77]",0,0,0.5450666634128014,BP,1-2,10,1-2_Day10
154,combined,2,"[24, 26]","[11, 13]",0,0,0.679289092478806,BP,1-2,10,1-2_Day10
155,combined,3,"[38, 43, 51]","[24, 28, 32]",0,0,0.6791904978693385,BP,1-2,10,1-2_Day10
168,combined,2,"[613, 616]","[361, 363]",0,0,0.6221900632073198,BP,1-2,10,1-2_Day10
169,combined,2,"[760, 761]","[436, 437]",0,0,0.5697359833398249,BP,1-2,10,1-2_Day10
178,combined,3,"[663, 680, 693]","[390, 400, 404]",0,0,0.6555980394053093,BP,1-2,10,1-2_Day10
217,combined,2,"[549, 558]","[322, 328]",0,0,0.562188292307505,BP,1-2,10,1-2_Day10
219,combined,2,"[711, 715]","[412, 413]",0,0,0.5305117847398201,BP,1-2,10,1-2_Day10
232,combined,2,"[557, 571]","[327, 337]",0,0,0.6429486974054792,BP,1-2,10,1-2_Day10
239,combined,2,"[503, 507]","[300, 302]",0,0,0.5453043754503023,BP,1-2,10,1-2_Day10
242,combined,2,"[188, 193]","[115, 117]",0,0,0.7069064669799741,BP,1-2,10,1-2_Day10
272,combined,3,"[300, 312, 318]","[173, 180, 184]",0,0,0.6365244251693017,BP,1-2,10,1-2_Day10
275,combined,3,"[282, 299, 317]","[161, 172, 183]",0,0,0.5574095485694927,BP,1-2,10,1-2_Day10
286,combined,2,"[890, 922]","[505, 525]",0,0,0.5782508457232136,BP,1-2,10,1-2_Day10
288,combined,2,"[854, 887]","[486, 502]",0,0,0.7268666386058896,BP,1-2,10,1-2_Day10
290,combined,2,"[146, 179]","[88, 109]",0,0,0.8027002536302176,BP,1-2,10,1-2_Day10
291,combined,2,"[64, 131]","[39, 80]",0,0,0.5105418950016055,BP,1-2,10,1-2_Day10
329,combined,3,"[459, 463, 515]","[276, 279, 308]",0,0,0.6590967081138662,BP,1-2,10,1-2_Day10
344,combined,2,"[289, 305]","[165, 177]",0,0,0.7087380489278624,BP,1-2,10,1-2_Day10
345,combined,3,"[319, 327, 334]","[185, 192, 196]",0,0,0.6485506035266292,BP,1-2,10,1-2_Day10
365,combined,3,"[719, 730, 731]","[416, 420, 421]",0,0,0.5804351126671684,BP,1-2,10,1-2_Day10
374,combined,3,"[371, 397, 462]","[217, 236, 278]",0,0,0.5322124822451814,BP,1-2,10,1-2_Day10
387,combined,2,"[331, 356]","[194, 210]",0,0,0.6838395991656242,BP,1-2,10,1-2_Day10
391,combined,2,"[914, 942]","[521, 538]",0,0,0.6687807054013545,BP,1-2,10,1-2_Day10
415,combined,2,"[930, 938]","[532, 536]",0,0,0.5230675586892192,BP,1-2,10,1-2_Day10
418,combined,2,"[867, 889]","[494, 504]",0,0,0.5126236251080405,BP,1-2,10,1-2_Day10
442,combined,2,"[298, 866]","[171, 493]",0,0,0.5079070528676424,BP,1-2,10,1-2_Day10
446,combined,2,"[82, 105]","[49, 62]",0,0,0.5642163497141637,BP,1-2,10,1-2_Day10
458,combined,2,"[56, 68]","[35, 41]",0,0,0.6127439460434217,BP,1-2,10,1-2_Day10
460,combined,2,"[408, 428]","[244, 256]",0,0,0.98792123715473,BP,1-2,10,1-2_Day10
480,combined,2,"[107, 134]","[64, 82]",0,0,0.7703619943784181,BP,1-2,10,1-2_Day10
41,combined,2,"[380, 385]","[214, 217]",0,0,0.7166440345819063,BP,1-2,13,1-2_Day13
59,combined,2,"[69, 81]","[36, 45]",0,0,0.51717393972808,BP,1-2,13,1-2_Day13
75,combined,2,"[694, 703]","[371, 377]",0,0,0.5470923383040339,BP,1-2,13,1-2_Day13
220,combined,2,"[574, 600]","[309, 323]",0,0,0.5431376320932928,BP,1-2,13,1-2_Day13
228,combined,2,"[171, 187]","[102, 115]",0,0,0.8061115103477529,BP,1-2,13,1-2_Day13
229,combined,2,"[557, 559]","[300, 302]",0,0,0.5995104414314018,BP,1-2,13,1-2_Day13
296,combined,2,"[610, 623]","[331, 338]",0,0,0.7193077363328054,BP,1-2,13,1-2_Day13
321,combined,2,"[263, 265]","[156, 158]",0,0,0.5193102164190129,BP,1-2,13,1-2_Day13
323,combined,2,"[802, 804]","[421, 422]",0,0,0.78681201987047,BP,1-2,13,1-2_Day13
343,combined,2,"[179, 186]","[107, 114]",0,0,0.7741275220730153,BP,1-2,13,1-2_Day13
345,combined,2,"[25, 47]","[14, 27]",0,0,0.520470101447656,BP,1-2,13,1-2_Day13
352,combined,2,"[8, 20]","[6, 12]",0,0,0.6078393935926655,BP,1-2,13,1-2_Day13
401,combined,2,"[384, 395]","[216, 224]",0,0,0.9806581861170193,BP,1-2,13,1-2_Day13
413,combined,2,"[198, 204]","[121, 126]",0,0,0.7119179064478631,BP,1-2,13,1-2_Day13
417,combined,2,"[357, 361]","[203, 205]",0,0,0.6266605049534517,BP,1-2,13,1-2_Day13
1,combined,2,"[235, 238]","[5, 6]",0,0,0.9890090926106129,BP,1-2,3,1-2_Day3
4,combined,2,"[160, 553]","[3, 13]",0,0,0.6795206723434021,BP,1-2,3,1-2_Day3
9,combined,2,"[483, 564]","[11, 15]",0,0,0.5976181433770378,BP,1-2,3,1-2_Day3
10,combined,2,"[284, 381]","[7, 10]",0,0,0.5632015086250481,BP,1-2,3,1-2_Day3
12,combined,2,"[84, 320]","[1, 8]",0,0,0.7648842839827882,BP,1-2,3,1-2_Day3
20,combined,2,"[39, 394]","[6, 47]",0,0,0.5191394494073102,BP,1-2,4,1-2_Day4
32,combined,2,"[484, 996]","[54, 100]",0,0,0.5476310120496328,BP,1-2,4,1-2_Day4
37,combined,2,"[211, 214]","[25, 26]",0,0,0.7425171033530599,BP,1-2,4,1-2_Day4
48,combined,2,"[17, 821]","[2, 87]",0,0,0.5112319997227323,BP,1-2,4,1-2_Day4
64,combined,2,"[223, 226]","[28, 29]",0,0,0.736095935055838,BP,1-2,4,1-2_Day4
65,combined,2,"[872, 971]","[90, 96]",0,0,0.5316078815525328,BP,1-2,4,1-2_Day4
12,combined,2,"[2, 176]","[0, 54]",0,0,0.5368156763521538,BP,1-2,5,1-2_Day5
25,combined,3,"[278, 292, 297]","[84, 88, 90]",0,0,0.6040520490342529,BP,1-2,5,1-2_Day5
35,combined,2,"[481, 514]","[146, 152]",0,0,0.5867202812231933,BP,1-2,5,1-2_Day5
41,combined,2,"[300, 319]","[92, 98]",0,0,0.5566598438440931,BP,1-2,5,1-2_Day5
59,combined,2,"[305, 399]","[94, 119]",0,0,0.5911316566825322,BP,1-2,5,1-2_Day5
72,combined,2,"[194, 198]","[59, 61]",0,0,0.6987488301971433,BP,1-2,5,1-2_Day5
73,combined,2,"[202, 208]","[63, 66]",0,0,0.6374875113648047,BP,1-2,5,1-2_Day5
97,combined,2,"[569, 626]","[165, 191]",0,0,0.8580778124657847,BP,1-2,5,1-2_Day5
108,combined,2,"[631, 634]","[195, 197]",0,0,0.9709524659381678,BP,1-2,5,1-2_Day5
123,combined,2,"[390, 392]","[116, 117]",0,0,0.9597263350045051,BP,1-2,5,1-2_Day5
142,combined,3,"[418, 466, 470]","[124, 141, 142]",0,0,0.6337824527886623,BP,1-2,5,1-2_Day5
143,combined,2,"[560, 600]","[164, 181]",0,0,0.6151157942072817,BP,1-2,5,1-2_Day5
147,combined,2,"[42, 59]","[12, 19]",0,0,0.5627119990290559,BP,1-2,5,1-2_Day5
153,combined,2,"[842, 845]","[255, 257]",0,0,0.973280954760027,BP,1-2,5,1-2_Day5
155,combined,3,"[421, 436, 895]","[126, 130, 270]",0,0,0.7900885853863695,BP,1-2,5,1-2_Day5
160,combined,2,"[827, 851]","[251, 261]",0,0,0.8726395972149925,BP,1-2,5,1-2_Day5
166,combined,2,"[729, 738]","[225, 229]",0,0,0.5218354572790647,BP,1-2,5,1-2_Day5
184,combined,2,"[595, 596]","[178, 179]",0,0,0.6231646833150659,BP,1-2,5,1-2_Day5
201,combined,3,"[52, 68, 104]","[17, 20, 31]",0,0,0.625364795356476,BP,1-2,5,1-2_Day5
222,combined,2,"[131, 142]","[38, 41]",0,0,0.6109129395485239,BP,1-2,5,1-2_Day5
235,combined,2,"[518, 538]","[153, 156]",0,0,0.6058902684308058,BP,1-2,5,1-2_Day5
244,combined,2,"[193, 196]","[58, 60]",0,0,0.7698851138063424,BP,1-2,5,1-2_Day5
1,combined,2,"[464, 474]","[110, 113]",0,0,0.5124934957215697,BP,1-2,6,1-2_Day6
7,combined,2,"[84, 92]","[22, 25]",0,0,0.7506708208967463,BP,1-2,6,1-2_Day6
10,combined,2,"[138, 177]","[36, 44]",0,0,0.8518127906481061,BP,1-2,6,1-2_Day6
14,combined,2,"[183, 185]","[46, 47]",0,0,0.7170349345866718,BP,1-2,6,1-2_Day6
52,combined,2,"[227, 469]","[59, 111]",0,0,0.5002154874827132,BP,1-2,6,1-2_Day6
69,combined,2,"[683, 684]","[164, 165]",0,0,0.5518015220004563,BP,1-2,6,1-2_Day6
70,combined,2,"[61, 311]","[16, 75]",0,0,0.5316561181380426,BP,1-2,6,1-2_Day6
155,combined,2,"[367, 368]","[91, 92]",0,0,0.8352165532157226,BP,1-2,6,1-2_Day6
166,combined,4,"[610, 614, 625, 635]","[141, 142, 144, 148]",0,0,0.6347463567680214,BP,1-2,6,1-2_Day6
181,combined,2,"[68, 90]","[18, 24]",0,0,0.5068970890168703,BP,1-2,6,1-2_Day6
183,combined,3,"[217, 220, 223]","[54, 56, 58]",0,0,0.7088661966487141,BP,1-2,6,1-2_Day6
15,combined,2,"[198, 200]","[107, 108]",0,0,0.6204777675804788,BP,1-2,7,1-2_Day7
21,combined,2,"[849, 863]","[455, 463]",0,0,0.688961461377191,BP,1-2,7,1-2_Day7
25,combined,2,"[15, 19]","[9, 11]",0,0,0.5324051049881195,BP,1-2,7,1-2_Day7
33,combined,2,"[975, 991]","[522, 530]",0,0,0.557978739801108,BP,1-2,7,1-2_Day7
44,combined,2,"[542, 557]","[290, 298]",0,0,0.5444644698354932,BP,1-2,7,1-2_Day7
51,combined,2,"[513, 556]","[275, 297]",0,0,0.6058205549585093,BP,1-2,7,1-2_Day7
67,combined,2,"[988, 992]","[529, 531]",0,0,0.6335683677042351,BP,1-2,7,1-2_Day7
69,combined,3,"[681, 695, 742]","[374, 383, 407]",0,0,0.6412593579602222,BP,1-2,7,1-2_Day7
87,combined,2,"[904, 925]","[484, 494]",0,0,0.5594528921389776,BP,1-2,7,1-2_Day7
89,combined,3,"[783, 787, 847]","[418, 421, 454]",0,0,0.6661418843494383,BP,1-2,7,1-2_Day7
94,combined,2,"[178, 184]","[98, 101]",0,0,0.5195942243267123,BP,1-2,7,1-2_Day7
99,combined,2,"[838, 854]","[447, 457]",0,0,0.6994957429648018,BP,1-2,7,1-2_Day7
100,combined,2,"[872, 884]","[467, 475]",0,0,0.6429310542731443,BP,1-2,7,1-2_Day7
108,combined,2,"[800, 809]","[427, 432]",0,0,0.5225562025652315,BP,1-2,7,1-2_Day7
112,combined,2,"[640, 650]","[346, 351]",0,0,0.6875868903075093,BP,1-2,7,1-2_Day7
127,combined,2,"[4, 37]","[1, 22]",0,0,0.5587816313827407,BP,1-2,7,1-2_Day7
128,combined,4,"[5, 54, 65, 100]","[2, 33, 38, 59]",0,0,0.6364374650664407,BP,1-2,7,1-2_Day7
131,combined,2,"[51, 78]","[30, 45]",0,0,0.9227818227372333,BP,1-2,7,1-2_Day7
144,combined,2,"[79, 84]","[46, 49]",0,0,0.599775713240156,BP,1-2,7,1-2_Day7
146,combined,3,"[76, 92, 123]","[43, 53, 72]",0,0,0.5758464180449124,BP,1-2,7,1-2_Day7
160,combined,2,"[455, 466]","[242, 248]",0,0,0.8762689456156404,BP,1-2,7,1-2_Day7
169,combined,2,"[710, 724]","[389, 396]",0,0,0.5346214278385704,BP,1-2,7,1-2_Day7
173,combined,2,"[669, 679]","[365, 373]",0,0,0.7398181679522076,BP,1-2,7,1-2_Day7
178,combined,2,"[839, 944]","[448, 506]",0,0,0.7108804264145541,BP,1-2,7,1-2_Day7
188,combined,2,"[938, 958]","[501, 511]",0,0,0.7591699652987367,BP,1-2,7,1-2_Day7
208,combined,2,"[266, 273]","[146, 150]",0,0,0.613929140386229,BP,1-2,7,1-2_Day7
209,combined,2,"[379, 407]","[205, 217]",0,0,0.7732053240992611,BP,1-2,7,1-2_Day7
210,combined,3,"[272, 281, 285]","[149, 153, 154]",0,0,0.6323737375207313,BP,1-2,7,1-2_Day7
225,combined,2,"[862, 871]","[462, 466]",0,0,0.6930139874737133,BP,1-2,7,1-2_Day7
240,combined,2,"[607, 627]","[326, 338]",0,0,0.7435390451854705,BP,1-2,7,1-2_Day7
243,combined,4,"[97, 125, 134, 143]","[56, 73, 78, 83]",0,0,0.6630785706220159,BP,1-2,7,1-2_Day7
254,combined,2,"[20, 27]","[12, 15]",0,0,0.6005119347167543,BP,1-2,7,1-2_Day7
257,combined,3,"[98, 113, 126]","[57, 67, 74]",0,0,0.5843903190545477,BP,1-2,7,1-2_Day7
263,combined,2,"[220, 233]","[122, 129]",0,0,0.8933285066951271,BP,1-2,7,1-2_Day7
272,combined,2,"[22, 44]","[14, 26]",0,0,0.6857149107959776,BP,1-2,7,1-2_Day7
275,combined,2,"[228, 802]","[128, 428]",0,0,0.5774674802072263,BP,1-2,7,1-2_Day7
291,combined,2,"[296, 301]","[157, 160]",0,0,0.9442283485192865,BP,1-2,7,1-2_Day7
293,combined,4,"[350, 378, 388, 429]","[190, 204, 209, 232]",0,0,0.6144559406801714,BP,1-2,7,1-2_Day7
301,combined,2,"[140, 148]","[81, 85]",0,0,0.6511385769061816,BP,1-2,7,1-2_Day7
311,combined,4,"[534, 541, 545, 565]","[285, 289, 292, 302]",0,0,0.7982758402647208,BP,1-2,7,1-2_Day7
318,combined,2,"[339, 377]","[184, 203]",0,0,0.8097440798897009,BP,1-2,7,1-2_Day7
319,combined,3,"[457, 486, 546]","[243, 258, 293]",0,0,0.56965638738022,BP,1-2,7,1-2_Day7
324,combined,3,"[323, 326, 333]","[170, 173, 178]",0,0,0.6409907787865833,BP,1-2,7,1-2_Day7
354,combined,2,"[468, 497]","[250, 266]",0,0,0.5672245756442009,BP,1-2,7,1-2_Day7
355,combined,2,"[509, 516]","[272, 277]",0,0,0.5236219534233033,BP,1-2,7,1-2_Day7
359,combined,2,"[665, 672]","[362, 368]",0,0,0.7191425470914794,BP,1-2,7,1-2_Day7
360,combined,3,"[654, 657, 671]","[353, 356, 367]",0,0,0.6236747216374305,BP,1-2,7,1-2_Day7
372,combined,2,"[153, 174]","[86, 96]",0,0,0.51153258646333,BP,1-2,7,1-2_Day7
374,combined,2,"[613, 633]","[331, 341]",0,0,0.6023726934328159,BP,1-2,7,1-2_Day7
384,combined,2,"[767, 791]","[415, 424]",0,0,0.5244518944561334,BP,1-2,7,1-2_Day7
387,combined,5,"[646, 661, 662, 670, 688]","[349, 359, 360, 366, 379]",0,0,0.5938154084560647,BP,1-2,7,1-2_Day7
400,combined,2,"[334, 342]","[179, 186]",0,0,0.812935502932503,BP,1-2,7,1-2_Day7
404,combined,2,"[306, 338]","[163, 183]",0,0,0.513250363468829,BP,1-2,7,1-2_Day7
407,combined,2,"[336, 353]","[181, 191]",0,0,0.6103466454875105,BP,1-2,7,1-2_Day7
413,combined,2,"[729, 784]","[400, 419]",0,0,0.8811257660462569,BP,1-2,7,1-2_Day7
415,combined,2,"[744, 761]","[408, 413]",0,0,0.6033694558243143,BP,1-2,7,1-2_Day7
416,combined,2,"[678, 692]","[372, 381]",0,0,0.5601034391331128,BP,1-2,7,1-2_Day7
422,combined,2,"[366, 402]","[198, 216]",0,0,0.7944736144433607,BP,1-2,7,1-2_Day7
435,combined,2,"[355, 476]","[192, 253]",0,0,0.5273681420172321,BP,1-2,7,1-2_Day7
442,combined,3,"[95, 147, 213]","[55, 84, 116]",0,0,0.6138794218427678,BP,1-2,7,1-2_Day7
449,combined,2,"[105, 114]","[61, 68]",0,0,0.7740014328213423,BP,1-2,7,1-2_Day7
451,combined,2,"[49, 53]","[29, 32]",0,0,0.6080393927440829,BP,1-2,7,1-2_Day7
1,combined,2,"[517, 741]","[13, 18]",0,0,0.7830570504108021,BP,1-3,1,1-3
32,combined,2,"[382, 391]","[145, 148]",0,0,0.6721087382135158,BP,1-3,10,1-3_Day10
45,combined,4,"[1078, 1097, 1100, 1110]","[435, 444, 445, 449]",0,0,0.7060531852004366,BP,1-3,10,1-3_Day10
130,combined,3,"[332, 365, 397]","[119, 137, 151]",0,0,0.5999933348684504,BP,1-3,10,1-3_Day10
137,combined,2,"[347, 931]","[128, 375]",0,0,0.5029975942629462,BP,1-3,10,1-3_Day10
142,combined,2,"[543, 598]","[208, 230]",0,0,0.7332212304875981,BP,1-3,10,1-3_Day10
146,combined,3,"[1157, 1186, 1190]","[471, 481, 484]",0,0,0.5945552032820375,BP,1-3,10,1-3_Day10
150,combined,3,"[579, 619, 674]","[224, 239, 262]",0,0,0.5740049680310895,BP,1-3,10,1-3_Day10
160,combined,2,"[943, 966]","[382, 391]",0,0,0.5199973970510259,BP,1-3,10,1-3_Day10
167,combined,2,"[113, 122]","[44, 49]",0,0,0.7231306026827995,BP,1-3,10,1-3_Day10
233,combined,2,"[336, 341]","[121, 124]",0,0,0.67276841965927,BP,1-3,10,1-3_Day10
242,combined,2,"[810, 863]","[327, 346]",0,0,0.6003303582022412,BP,1-3,10,1-3_Day10
295,combined,2,"[1123, 1134]","[454, 460]",0,0,0.6864756093624651,BP,1-3,10,1-3_Day10
339,combined,2,"[417, 441]","[161, 171]",0,0,0.7097524889794301,BP,1-3,10,1-3_Day10
349,combined,2,"[4, 77]","[0, 29]",0,0,0.5872787026164721,BP,1-3,10,1-3_Day10
384,combined,2,"[603, 655]","[232, 253]",0,0,0.5286899621173415,BP,1-3,10,1-3_Day10
403,combined,2,"[258, 371]","[95, 139]",0,0,0.538379525371602,BP,1-3,10,1-3_Day10
406,combined,2,"[686, 1155]","[267, 470]",0,0,0.7056127607615048,BP,1-3,10,1-3_Day10
413,combined,2,"[14, 23]","[4, 9]",0,0,0.5003880387626416,BP,1-3,10,1-3_Day10
423,combined,2,"[789, 807]","[318, 324]",0,0,0.9347793903419883,BP,1-3,10,1-3_Day10
431,combined,2,"[42, 198]","[18, 75]",0,0,0.5696986343697186,BP,1-3,10,1-3_Day10
432,combined,3,"[115, 283, 1180]","[45, 106, 480]",0,0,0.6344855331637836,BP,1-3,10,1-3_Day10
450,combined,2,"[889, 926]","[356, 372]",0,0,0.6281586864938347,BP,1-3,10,1-3_Day10
11,combined,2,"[803, 810]","[303, 306]",0,0,0.5977019018329096,BP,1-3,13,1-3_Day13
27,combined,2,"[621, 656]","[226, 242]",0,0,0.7218306584513037,BP,1-3,13,1-3_Day13
74,combined,2,"[189, 193]","[60, 62]",0,0,0.7732475267753606,BP,1-3,13,1-3_Day13
323,combined,2,"[1011, 1061]","[377, 397]",0,0,0.6465693648615529,BP,1-3,13,1-3_Day13
422,combined,2,"[413, 419]","[144, 148]",0,0,0.7075584299637507,BP,1-3,13,1-3_Day13
430,combined,2,"[638, 652]","[233, 241]",0,0,0.5321327601457111,BP,1-3,13,1-3_Day13
11,combined,2,"[1059, 1060]","[18, 19]",0,0,0.9914352392402852,BP,1-3,2,1-3_Day2
12,combined,2,"[444, 1205]","[6, 33]",0,0,0.5569385809122214,BP,1-3,3,1-3_Day3
1,combined,2,"[208, 216]","[1, 2]",0,0,0.956756354289666,BP,1-3,4,1-3_Day4
16,combined,2,"[1122, 1130]","[27, 28]",0,0,0.5148688458123101,BP,1-3,4,1-3_Day4
19,combined,2,"[377, 402]","[33, 37]",0,0,0.555915981278412,BP,1-3,5,1-3_Day5
